review_status	case_id	case_path	pr_number	pr_title	test_type	test_path	test_name	failure_signature	patch_url	候选细粒度机制	是否适合单独成subpattern	边界/相邻模式	备注
reviewed	pr-14610	cases/2020/02/pr-14610.json	14610	util: resolve data race	unit	util/stmtsummary/statement_summary.go	statement_summary	"PR title/merge commit says ""resolve data race""."	https://github.com/pingcap/tidb/pull/14610.patch	statement summary 读取共享 CommitBackoffTime 时未做 atomic load	是	与 execdetails / commit 统计字段原子读取同族	patch 在 `add(...)` 里先 `atomic.LoadInt64(&commitDetails.CommitBackoffTime)` 再累计
reviewed	pr-14790	cases/2020/02/pr-14790.json	14790	domain: fix test 'start syncer failed'	unit	domain/domain_test.go	domain_test	PR body says CI makes syncerStop period longer and tests more likely to fail; moves failpoint disabling to avoid a window where syncerStarted is false.	https://github.com/pingcap/tidb/pull/14790.patch	SchemaSyncer 停止 failpoint 的关闭时机晚于 Done 事件，暴露 `syncerStarted` 时序窗口	否	更像异步时序 / failpoint 窗口 family，不是共享状态并发读写	patch 通过更早 disable failpoint 缩掉 timing window，本质是事件顺序问题
reviewed	pr-14805	cases/2020/02/pr-14805.json	14805	session: make unit test TestDeadlock more stable	unit	session/pessimistic_test.go	TestDeadlock	PR body: deadlock may be returned by either transaction; assert either of the two meets deadlock error instead of a certain one.	https://github.com/pingcap/tidb/pull/14805.patch	Deadlock 测试用 `time.Sleep` + 固定一侧报错假设	否	更像异步调度 / 竞争结果归属 family，不是共享状态 race	patch 改成 channel 同步，并接受 `err1/err2` 任一返回 deadlock
reviewed	pr-14839	cases/2020/02/pr-14839.json	14839	executor: fix the potential goroutine leak in cluster log retriever	unit	executor/memtable_reader_test.go	memtable_reader_test	PR body describes a potential goroutine leak in clusterLogRetriever when MemTableReaderExec is closed before SearchLogResponse is fully consumed.	https://github.com/pingcap/tidb/pull/14839.patch	clusterLogRetriever 关闭后，后台接收 goroutine 仍可能阻塞在结果 channel 发送	否	更像 goroutine 退出协同 / leak family，不是共享状态并发读写	patch 在发送 `logStreamResult` 时 `select ctx.Done()`，修的是退出路径阻塞
reviewed	pr-14970	cases/2020/03/pr-14970.json	14970	util.chunk: Add Mutex for flushing to avoid race condition	unit	util/chunk/disk.go	disk	PR title/body: add Mutex for flushing to avoid race condition	https://github.com/pingcap/tidb/pull/14970.patch	ListInDisk.flush 并发调用时共享 bufWriter.Buffered() / Flush()	是	与共享 writer / flush 状态加锁同族	patch 给 flush 增加 `bufFlushMutex`，把 Buffered/Flush 放进受保护区
reviewed	pr-15233	cases/2020/03/pr-15233.json	15233	planner/bindinfo: fix occasional panic of baseline evolution	unit	bindinfo/bind_test.go	bind_test	PR title: fix occasional panic of baseline evolution.	https://github.com/pingcap/tidb/pull/15233.patch	baseline evolution 把 Hint 未初始化完整的 Binding 提前发布到共享 cache	是	与部分初始化对象被后台路径发布到共享 cache 同族	patch 在加入 evolve task 前就构建 Binding 的 ID / HintsSet，避免 query 从 cache 拿到半成品 binding
reviewed	pr-15332	cases/2020/03/pr-15332.json	15332	config: fix the unstable test `TestPDConfHandler`	unit	config/config_handler_test.go	TestPDConfHandler	PR title: fix the unstable test `TestPDConfHandler`.	https://github.com/pingcap/tidb/pull/15332.patch	PDConfHandler 测试依赖异步 register / reload 定时器，真实时间驱动导致竞争窗口	否	更像异步时序 / test harness 控制 family	patch 注入可控 `timeAfter` + `WaitGroup`，并把 suite 改成 `SerialSuites`
reviewed	pr-15481	cases/2020/03/pr-15481.json	15481	executor: fix AnalyzeStatus unit test data race	unit	statistics/analyze_jobs.go	analyze_jobs	PR title: fix AnalyzeStatus unit test data race.	https://github.com/pingcap/tidb/pull/15481.patch	AnalyzeJob.updateTime / State 更新时未全程持有 job mutex	是	与 analyzeStatus / AnalyzeJob 共享字段加锁同族	patch 把 `time.Now()` 和字段更新都移进锁内
reviewed	pr-15526	cases/2020/03/pr-15526.json	15526	*: fix data race caused by analyzeStatus.	unit	statistics/analyze_jobs.go	analyze_jobs	PR body: analyzeStatus caused data race in UT; needs locking when reading updateTime.	https://github.com/pingcap/tidb/pull/15526.patch	AnalyzeJob.updateTime 排序读取未走带锁 getter	是	与 analyzeStatus / AnalyzeJob 共享字段加锁同族	和 `pr-15481` 同型，主要补读路径 comparator 改成 `job.getUpdateTime()`
reviewed	pr-15604	cases/2020/03/pr-15604.json	15604	config: make the test `TestPDConfHandler` stable	unit	config/config_handler_test.go	TestPDConfHandler	PR body explains TestPDConfHandler race (reloadFunc done before global config pointer Store), causing intermittent check failure.	https://github.com/pingcap/tidb/pull/15604.patch	reload callback 完成信号早于全局 config 指针 Store，断言读到旧值	否	更像异步事件顺序 / 发布完成判定 family	patch 增加第二个 reload tick / WaitGroup，确保 store 已发生再断言
reviewed	pr-15852	cases/2020/03/pr-15852.json	15852	session: fix data race between stats loop update and bind info loop load	unit	session/session.go	session	PR body: stats loop internal SQL can access global bindhandle while LoadBindInfoLoop initializes it, causing data race.	https://github.com/pingcap/tidb/pull/15852.patch	stats loop 启动过早，在 bindHandle 初始化完成前通过内部 SQL 访问全局 bindHandle	是	与后台循环启动顺序 / 先发布后使用同族	patch 在 `BootstrapSession` 里先 `LoadBindInfoLoop`，再 `UpdateTableStatsLoop`
reviewed	pr-16021	cases/2020/04/pr-16021.json	16021	test: try to fix race	unit	ddl/ddl.go	ddl	PR body includes CI race detector trace (WARNING: DATA RACE) involving parser/terror during ddl tests.	https://github.com/pingcap/tidb/pull/16021.patch	terror.Class().New 构造错误时触碰共享内部错误类状态	是	与 parser/terror 全局模板 / 错误类共享状态同族	patch 把取消 DDL job 的错误改写从 `Class().New` 换成 `Class().Synthesize`
reviewed	pr-16512	cases/2020/04/pr-16512.json	16512	*: Use a function to get the ONE, ZERO and NULL and fix the clone.	unit	executor/aggfuncs/func_lead_lag_test.go	func_lead_lag_test	PR body includes a CI race detector trace (WARNING: DATA RACE) around expression.Constant collation info.	https://github.com/pingcap/tidb/pull/16512.patch	全局 ONE / ZERO / NULL Constant 被多个 goroutine 共享并修改 collation / coercibility	是	与共享 expression.Constant 单例 / clone 不彻底同族	patch 用 `NewOne/NewZero/NewNull` + fresh clone，消除全局可变 Constant 单例
reviewed	pr-16722	cases/2020/04/pr-16722.json	16722	executor: fix DATA RACE caused by change the global logger when testing	unit	executor/oomtest/oom_test.go	oom_test	PR title: fix DATA RACE caused by changing global logger when testing.	https://github.com/pingcap/tidb/pull/16722.patch	测试替换全局 logger，其他 goroutine 同时写日志	是	与测试改写全局 logger / process-global knob 同族	patch 把 OOM 测试挪到顺序 suite，并用 mutex-protected log capturer 降低全局 logger 干扰
reviewed	pr-16600	cases/2020/05/pr-16600.json	16600	expression: after introducing collation, the experssion should be thread-safe	unit	expression/builtin_like_test.go	builtin_like_test	PR body: like function is not thread-safe and results in unstable errors.	https://github.com/pingcap/tidb/pull/16600.patch	LIKE builtin 共享编译 pattern / collation 状态，被并发 eval	是	与表达式实例内部缓存 / pattern 状态并发访问同族	patch 避免复用共享 pattern 实例，让每次评估使用独立状态
reviewed	pr-16962	cases/2020/05/pr-16962.json	16962	tikv: fix race modification when handle epoch not match	unit	store/tikv/pd_codec.go	pd_codec	PR body: two resolve-lock requests may share one response; avoid modifying shared response (race).	https://github.com/pingcap/tidb/pull/16962.patch	两个 resolve-lock 请求共享同一 PD / Region meta 响应并原地 decode	是	与共享响应对象 / region meta 原地改写同族	patch 用 shallow-copy decode 路径，先复制 Region 再改 `StartKey/EndKey`
reviewed	pr-17353	cases/2020/05/pr-17353.json	17353	expression: fix data race when simpleRewriter rewrite ast.ColumnNameExpr concurrently	unit	planner/core/partition_pruning_test.go	partition_pruning_test	PR title: fix data race when simpleRewriter rewrites ast.ColumnNameExpr concurrently.	https://github.com/pingcap/tidb/pull/17353.patch	simpleRewriter 原地改写共享 AST ColumnNameExpr	是	与共享 AST / ExprNode 被并发 rewrite 同族	patch 从 partition pruning 结构里去掉共享 `ast.ExprNode`，改按 schema/name 定位列
reviewed	pr-17435	cases/2020/05/pr-17435.json	17435	executor: fix the forever hang in index merge join when oom occurs	unit	executor/index_lookup_merge_join_test.go	index_lookup_merge_join_test	PR title: fix the forever hang in index merge join when OOM occurs.	https://github.com/pingcap/tidb/pull/17435.patch	IndexMergeJoin inner worker OOM panic 后未关闭 task.results / 未 cancel，其他 goroutine 永久阻塞	否	更像 worker panic 后的退出协同 / hang family，不是共享状态 race	patch 在 panic / OOM path 里 close result channel + cancel worker
reviewed	pr-17628	cases/2020/06/pr-17628.json	17628	failpoint: update failpoint	unit	go.mod	go	PR body: fix go failpoint data race in TiDB test case; references pingcap/failpoint#58.	https://github.com/pingcap/tidb/pull/17628.patch	全局 failpoint Enable / Eval 状态在并行 suite 下并发访问	部分适合	实际 race 在外部 pingcap/failpoint 依赖；TiDB 侧只升级依赖	可作 boundary：机制属于全局 failpoint 状态 family，但修复落在上游库版本升级
reviewed	pr-17964	cases/2020/06/pr-17964.json	17964	test: fix data race caused by update global config	unit	ddl/db_test.go	db_test	PR title: fix data race caused by update global config.	https://github.com/pingcap/tidb/pull/17964.patch	测试更新全局 config 指针 / 内容，其他测试并发读取	是	与测试改写全局 config / knob 同族	patch 引入 `UpdateGlobal()` + `RestoreFunc()`，统一全局 config 修改与回滚
reviewed	pr-18059	cases/2020/06/pr-18059.json	18059	test: fix data race in distsql/select_result	unit	distsql/select_result.go	select_result	PR title: fix data race in distsql/select_result.	https://github.com/pingcap/tidb/pull/18059.patch	selectResult.Close 与其他 goroutine 并发访问 selectRespSize	是	与 distsql / select_result 共享统计字段原子化同族	patch 把 `selectRespSize` 改成 atomic `Store/Load/Swap`
reviewed	pr-18156	cases/2020/06/pr-18156.json	18156	test: make TestUpdateLeader3 stable	unit	store/tikv/region_cache_test.go	TestUpdateLeader3	PR title: make TestUpdateLeader3 stable.	https://github.com/pingcap/tidb/pull/18156.patch	RegionCache follower 地址异步解析完成前，测试过早断言非空地址	否	更像异步时序 / eventual visibility family	patch 删除过强的 non-empty 断言，只保留“不等于目标 store3”这种稳定条件
reviewed	pr-18227	cases/2020/07/pr-18227.json	18227	ddl: stabilize test TestParallelDDLBeforeRunDDLJob	unit	ddl/db_change_test.go	TestParallelDDLBeforeRunDDLJob	TestParallelDDLBeforeRunDDLJob may hang forever due to a race between concurrent sessions around an atomic session counter.	https://github.com/pingcap/tidb/pull/18227.patch	OnGetInfoSchemaExported 里的共享 atomic sessionCnt 提前进入 finished 状态，另一 session 永远等不到	否	更像并发握手 / timing window family	patch 通过 `time.Sleep(100ms)` 人为让另一条 session 先跳出首个 loop
reviewed	pr-18266	cases/2020/07/pr-18266.json	18266	executor: fix data race for chunk resource channel in index merge join	unit	executor/index_lookup_merge_join.go	index_lookup_merge_join	PR title: fix data race for chunk resource channel in index merge join.	https://github.com/pingcap/tidb/pull/18266.patch	IndexLookUpMergeJoin 关闭时 close `joinChkResourceCh`，inner worker 同时还在接收复用 chunk	否	更像 channel 生命周期 / worker 退出协同 family	patch 不再主动 close 这些资源 channel，并在接收处 `select ctx.Done()`
reviewed	pr-18377	cases/2020/07/pr-18377.json	18377	mockstore: return error when store is closed	unit	store/mockstore/unistore/rpc.go	rpc	PR body: leak tests are not stable because RPCClient routes requests into a closed unistore.	https://github.com/pingcap/tidb/pull/18377.patch	RPCClient.closed 生命周期标志被 Close 与 SendRequest 并发访问	部分适合	混合了关闭状态共享与 goroutine leak / backoff 退出问题	patch 新增 atomic `closed` 标志；机制接近共享运行时状态，但主要目标是让已关闭 client 尽快退出
reviewed	pr-18751	cases/2020/07/pr-18751.json	18751	test:stablize test case prewrite secondaries	unit	store/tikv/2pc_test.go	2pc_test	PR title: stablize test case prewrite secondaries.	https://github.com/pingcap/tidb/pull/18751.patch	async commit fallback 路径是否触发取决于 MinCommitTs / mockstore 返回，导致观测到的 prewrite 请求集合不稳定	否	更像协议分支 / nondeterministic fallback family	patch 用测试开关 `noFallBack` 禁掉 fallback，让请求形态固定
reviewed	pr-18963	cases/2020/08/pr-18963.json	18963	test: fix unstable TestPessimisticLockOnPartition	unit	session/session_test.go	TestPessimisticLockOnPartition	Async goroutine commit races with test teardown (DROP TABLE), leading to intermittent failures	https://github.com/pingcap/tidb/pull/18963.patch	后台 goroutine 的 COMMIT 未完成，主线程已执行 DROP TABLE teardown	否	更像 teardown-before-async-finish family	patch 新增完成信号，确保 goroutine 的最终 COMMIT 结束后再拆表
reviewed	pr-19006	cases/2020/08/pr-19006.json	19006	transaction: fix union select for update race	unit	session/pessimistic_test.go	pessimistic_test	PR title: fix union select for update race.	https://github.com/pingcap/tidb/pull/19006.patch	UNION ... FOR UPDATE 的并发子路径同时调用同一个 `tikvTxn.LockKeys`	是	与共享 txn lock 状态 / LockKeys 并发访问同族	patch 给 `txn.LockKeys` 整体加锁，并把 `TxnCtx.ForUpdate` / LockKeysDuration 改成原子字段
reviewed	pr-19198	cases/2020/08/pr-19198.json	19198	coprocessor: fix data race for tiflash work index in region cache	unit	store/tikv/region_cache.go	region_cache	PR title: fix data race for tiflash work index in region cache.	https://github.com/pingcap/tidb/pull/19198.patch	RegionCache 的 tiflash work index 被多个请求路径并发读写	是	与 region cache 共享索引 / work cursor 原子化同族	patch 把 tiflash work index 改成 atomic 访问
reviewed	pr-20238	cases/2020/09/pr-20238.json	20238	executor: fix unstable TestCoprocessorOOMAction	unit	executor/executor_test.go	TestCoprocessorOOMAction	Non-deterministic OOM assertion: query may or may not hit `Out Of Memory Quota` depending on coprocessor response sizes/arrival order	https://github.com/pingcap/tidb/pull/20238.patch	coprocessor 响应大小 / 到达顺序不稳定，OOM 边界断言不确定	否	更像资源阈值 / eventual response ordering family	patch 用 failpoint mock 固定每次响应消耗，让 OOM 边界变确定
reviewed	pr-20962	cases/2020/11/pr-20962.json	20962	test: fix testPointGetSuite.TestIssue20692 timeout	unit	planner/core/point_get_plan_test.go	TestIssue20692	Timeout/hang in `TestIssue20692` when the tk3 UPDATE does not deterministically block behind tk2's pessimistic lock work	https://github.com/pingcap/tidb/pull/20962.patch	tk3 UPDATE 是否先阻塞在 tk2 的 pessimistic lock 后面缺少确定性顺序	否	更像锁竞争时序 / blocking-order family	patch 用 channel + bounded select 明确 happens-before，不再靠 sleep
reviewed	pr-21415	cases/2020/12/pr-21415.json	21415	sessionctx/variable: fix a DATA RACE to make CI more stable	unit	executor/explainfor_test.go	TestExplainFor	WARNING: DATA RACE (write: SessionVars.SetSystemVar; read: executor.ResetContextOfStmt)	https://github.com/pingcap/tidb/pull/21415.patch	SetSystemVar 原地改写全局 config `EnableCollectExecutionInfo`，并发读路径同时读取	是	与测试/执行路径改写全局 config / knob 同族	patch 复制全局 config 后用 `config.StoreGlobalConfig(&newConfig)` 原子发布
reviewed	pr-21421	cases/2020/12/pr-21421.json	21421	session: fix a DATA RACE to make the CI more stable	unit	session/session.go	session	WARNING: DATA RACE (read: session.(*session).Parse; write: background loop toggling InRestrictedSQL)	https://github.com/pingcap/tidb/pull/21421.patch	多个后台 loop 复用同一个 session，Telemetry / blacklist load 改写 `InRestrictedSQL` 时 Parse/Execute 也在读	是	与后台 goroutine 复用共享 session / SessionVars 同族	patch 给 TelemetryLoop、Load*Blacklist、UpdateTableStatsLoop 分配独立 session
reviewed	pr-21633	cases/2020/12/pr-21633.json	21633	ddl: fix unstable restartWorker test	unit	ddl/restart_test.go	TestTableResume	Log shows context done with missing error (nil `d.ctx.Err()`), breaking convention and causing flaky test behavior.	https://github.com/pingcap/tidb/pull/21633.patch	restartWorkers 热替换 `d.ctx` 时，`doDDLJob` 并发读取 `d.ctx.Done()` / `d.ctx.Err()`	部分适合	属于共享 context 指针热替换，但表现更像 context 语义 / restart timing 问题	patch 在 `<-d.ctx.Done()` 分支直接返回 `context.Canceled`，不再读可能被换掉的 `d.ctx.Err()`
reviewed	pr-21733	cases/2020/12/pr-21733.json	21733	table/tables: fix a DATA RACE in a unit test case	unit	table/tables/tables_test.go	tables_test	WARNING: DATA RACE between `tikvTxn.Commit()` and `tikvTxn.Rollback()` (table/tables/tables_test.go TestConstraintCheckForUniqueIndex).	https://github.com/pingcap/tidb/pull/21733.patch	测试 goroutine 执行 SQL 时，主线程又 rollback，导致同一事务生命周期并发 commit/rollback	部分适合	更像测试 harness 对事务生命周期收尾不当	patch 简化 channel 断言并删掉显式 rollback，避免和 goroutine 内执行路径重叠
reviewed	pr-21836	cases/2020/12/pr-21836.json	21836	test: fix potential data race in mpp mock test	unit	store/mockstore/unistore/cophandler/mpp.go	mpp	WARNING: DATA RACE: concurrent access to `MPPTaskHandler.TunnelSet` in store/mockstore/unistore/cophandler/mpp.go	https://github.com/pingcap/tidb/pull/21836.patch	MPPTaskHandler.TunnelSet map 被 `HandleEstablishConn` 与 `registerTunnel` 并发访问	是	与 mock MPP TunnelSet 共享 map 并发访问同族	patch 增加 `tunnelSetLock`
reviewed	pr-21929	cases/2020/12/pr-21929.json	21929	executor: fix data race in extractTxnScope	unit	planner/core/cbo_test.go	TestIssue9805	WARNING: DATA RACE: `session.(*TxnState).changeToInvalid()` write vs `executor.extractTxnScope()` read (executor/builder.go:3974), triggered by `TestIssue9805`	https://github.com/pingcap/tidb/pull/21929.patch	extractTxnScope 并发读取 `TxnState` / unionstore option，而提交/清理路径正把事务改 invalid	是	与共享 TxnState 生命周期并发访问同族	patch 预先把 `TxnScope` 存进 `TxnCtx`，执行期只读 `TxnCtx.TxnScope`
reviewed	pr-22048	cases/2021/01/pr-22048.json	22048	session: support validating read-only statement during read-only staleness transaction	unit	executor/executor_test.go	executor_test	// TableDeltaMap lock to prevent potential data race	https://github.com/pingcap/tidb/pull/22048.patch	TxnCtx.TableDeltaMap 在执行 / 清理路径间并发访问	是	与事务上下文共享 TableDeltaMap 加锁同族	patch 引入 `TransactionContext.tdmLock` 保护 cleanup/clear
reviewed	pr-22276	cases/2021/01/pr-22276.json	22276	test: stabilize test case	unit	session/pessimistic_test.go	TestInnodbLockWaitTimeout	Panic (nil pointer dereference) in TestInnodbLockWaitTimeout when the managed lock is resolved unexpectedly under TiKV.	https://github.com/pingcap/tidb/pull/22276.patch	ManagedLockTTL 太短导致锁被提前 resolve；同时 goroutine 内直接做 gocheck 断言	部分适合	混合了全局 TTL 开关与测试断言位置问题，更像 timing/test-harness bundle	patch 临时提高 `ManagedLockTTL` 并把 goroutine 错误通过 channel 回主线程断言
reviewed	pr-22428	cases/2021/02/pr-22428.json	22428	unistore/cophandler: change the logic of mpp execution in unit test.	unit	executor/tiflash_test.go	tiflash_test	DATA RACE: concurrent TunnelSet map access in MPPTaskHandler.getAndActiveTunnel	https://github.com/pingcap/tidb/pull/22428.patch	MPPTaskHandler.getAndActiveTunnel 无锁读取 TunnelSet，并与其他路径并发建立/激活 tunnel	是	与 mock MPP TunnelSet 共享 map 并发访问同族	和 `pr-21836` 同型，是同一子族的重复锚点
reviewed	pr-22461	cases/2021/02/pr-22461.json	22461	planner, executor, statistics: add tests for version 2 and fix bugs	unit	statistics/handle/update_test.go	update_test	DATA RACE in statistics handle UpdateSessionVar (concurrent session vars access)	https://github.com/pingcap/tidb/pull/22461.patch	statistics Handle.UpdateSessionVar 通过共享 sessionctx 改 AnalyzeVersion，与其他 goroutine 并发访问 SessionVars	是	与 stats handle 共享 session vars / AnalyzeVersion 更新同族	patch 用 `h.mu` 包住更新，并直接设置 `SessionVars().AnalyzeVersion`，不再执行共享 session 上的 SQL
reviewed	pr-22636	cases/2021/02/pr-22636.json	22636	statistics: refactor the statistics package use the RestrictedSQLExecutor API	unit	statistics/handle/dump_test.go	dump_test	DATA RACE in statistics handle workers (ResetContextOfStmt vs StmtCtx warnings append)	https://github.com/pingcap/tidb/pull/22636.patch	statistics handle worker 共享 session 的 StmtCtx，被 ResetContextOfStmt 与 warning append 并发读写	是	与 stats handle 共享 session / SessionVars 子族相邻，但这里更具体是 StmtCtx/warnings	patch 通过 ignore warnings 避开共享 StmtCtx 上的 warning append
reviewed	pr-22652	cases/2021/02/pr-22652.json	22652	session, util: update session to use new APIs	unit	session/bench_test.go	bench_test	DATA RACE in statistics handle UpdateSessionVar / session initialization (shared session vars access)	https://github.com/pingcap/tidb/pull/22652.patch	statistics Handle.UpdateSessionVar 读全局变量并改共享 session vars，未持有 h.mu	是	与 `pr-22461` 同族，是 “stats handle 更新共享 SessionVars / AnalyzeVersion” 的重复锚点	可与 `pr-22461` 合并沉淀成更细的 AnalyzeVersion/SessionVars 子族
reviewed	pr-22916	cases/2021/02/pr-22916.json	22916	store/tikv: fix unstable tests in snapshot_fail_test.go	unit	store/tikv/snapshot_fail_test.go	TestRetryPointGetWithTS	TestRetryPointGetWithTS polluted shared KV state (leftover key k4) and had a failpoint lifetime race, affecting other tests.	https://github.com/pingcap/tidb/pull/22916.patch	测试写固定 key / failpoint 生命周期污染后续 case	否	更像测试隔离 / failpoint 生命周期 / 残留状态污染	不是稳定的“异步共享状态”信号
reviewed	pr-22176	cases/2021/03/pr-22176.json	22176	store, executor: support stale read for tikv RPCContext	unit	executor/executor_test.go	executor_test	DATA RACE in store/tikv/snapshot.go (tikvSnapshot.SetOption / isStaleness)	https://github.com/pingcap/tidb/pull/22176.patch	tikvSnapshot.isStaleness 在 SetOption 与请求执行路径并发读写	是	属于 snapshot option 字段无锁读写子族	patch 直接把 `isStaleness` 赋值放进 `s.mu` 临界区
reviewed	pr-23044	cases/2021/03/pr-23044.json	23044	store/tikv: use original snapshot timestamp to resolve locks	unit	store/tikv/snapshot_fail_test.go	snapshot_fail_test	DATA RACE in store/tikv/2pc.go (twoPhaseCommitter.commitTS concurrent access)	https://github.com/pingcap/tidb/pull/23044.patch	twoPhaseCommitter.commitTS 被提交路径写、测试/快照路径并发读	是	属于 commitTS 原子字段读写子族	后续可与 `pr-23908` 合并成同一 atomic field 子 pattern
reviewed	pr-23139	cases/2021/03/pr-23139.json	23139	executor: inject random panic to AggExec	unit	executor/aggregate_test.go	aggregate_test	hang forever / race in executor/aggregate (HashAggExec parallel workers + finalOutputCh lifecycle)	https://github.com/pingcap/tidb/pull/23139.patch	HashAggExec worker 退出 / finalOutputCh 关闭时序不完整	否	更像 goroutine 生命周期 / channel close / hang 家族	核心是 worker 收尾与 close 顺序，不是共享状态模式
reviewed	pr-23243	cases/2021/03/pr-23243.json	23243	store/tikv: forward requests by BatchCommands	unit	store/tikv/client_fail_test.go	client_fail_test	race in request forwarding / recv loops (forwarded host) leading to intermittent failures	https://github.com/pingcap/tidb/pull/23243.patch	请求转发测试里的共享 store liveness / forwarding 状态被 recv loop 并发读写	部分适合	混合了 mock 状态原子化与 sleep 窗口过短的 timing 问题	可保留作“mock liveness 状态并发访问”的边界样本
reviewed	pr-23837	cases/2021/04/pr-23837.json	23837	store/mockstore/unistore: migrate unistore core lib code to tidb repo for removing tidb dependency on unistore	unit	store/mockstore/unistore/cophandler/cop_handler_test.go	cop_handler_test	fix data race	https://github.com/pingcap/tidb/pull/23837.patch	unistore 测试里共享 MemStore / 响应字段 / tunnel 等多处状态并发访问	部分适合	多机制打包，更像 unistore 并发共享状态 bundle	需要后续拆回更细的 map/field/response 子机制，当前不宜直接成型
reviewed	pr-23866	cases/2021/04/pr-23866.json	23866	executor,kv: support timebounded staleness transaction	unit	executor/executor_test.go	executor_test	fix data race	https://github.com/pingcap/tidb/pull/23866.patch	resolveTS updater goroutine 闭包复用循环中的 store 指针/字段	是	与 goroutine 闭包捕获循环变量子族同族	patch 复制 `addr/storeID` 后再传入 goroutine，是高纯度样例
reviewed	pr-23908	cases/2021/04/pr-23908.json	23908	store/tikv: move snapshot_test to tests	unit	store/tikv/tests/snapshot_fail_test.go	snapshot_fail_test	avoid data race	https://github.com/pingcap/tidb/pull/23908.patch	测试探针读取 commitTS 时与提交路径并发，直接字段访问改为原子 accessor	是	与 `pr-23044` 同族	强锚点：直接字段访问 -> `GetCommitTS` / atomic
reviewed	pr-24239	cases/2021/04/pr-24239.json	24239	executor: make IndexMergeReader support reading partition table directly	unit	executor/index_merge_reader_test.go	index_merge_reader_test	fix DATA RACE CI problem	https://github.com/pingcap/tidb/pull/24239.patch	IndexMergeReader Close 未等待 worker 全退，后台仍访问 executor 状态	否	更像 worker 退出 / WaitGroup / teardown 顺序	不宜并入共享状态子 pattern
reviewed	pr-22908	cases/2021/05/pr-22908.json	22908	txn: Add txn state's view	unit	bindinfo/bind_test.go	bind_test	move EntriesCount and Size LazyTxn to prevent race	https://github.com/pingcap/tidb/pull/22908.patch	LazyTxn.Info / TxnInfo / MemDB size,count 等事务观测字段被并发读写	是	属于 txn info 快照 / 计数器原子字段子族	patch 用原子字段替代直接读写，机制清晰
reviewed	pr-24505	cases/2021/05/pr-24505.json	24505	session: test that temporary tables will also be retried	unit	session/session_test.go	session_test	fix data race | refactor temp table KV filtering during commit to avoid unsafe txn buffer mutations (session/session.go)	https://github.com/pingcap/tidb/pull/24505.patch	commit 过滤临时表 KV 时复用/清理 txn buffer，entries count/size 更新顺序不安全	部分适合	混合 txn buffer 清理顺序与共享计数更新	需要后续直接看 diff 再拆成更细的 buffer/entries 子机制
reviewed	pr-24726	cases/2021/05/pr-24726.json	24726	region_cache: filter peers on tombstone or dropped stores	unit	store/tikv/region_cache_test.go	region_cache_test	3. Fix data race between `asyncCheckAndResolveLoop()` and `initResolve()`. Now `unresolved` stores will only be resolved by `initResolve()`.	https://github.com/pingcap/tidb/pull/24726.patch	asyncCheckAndResolveLoop 与 initResolve 并发修改 unresolved store 解析状态	是	属于 region cache unresolved-store 解析状态子族	高纯度样例：把 resolve 职责收敛到 `initResolve`
reviewed	pr-24732	cases/2021/05/pr-24732.json	24732	variable:  fix sysvar datarace with deep copy	unit	sessionctx/variable/sysvar_test.go	sysvar_test	The SysVar struct is not entirely immutable, since SEM (in tests) and server startup may modify the .Value for certain sysvars. This causes a data race because callers of `GetSysVar`/`GetSysVars` previously did not hold deep copied of the sysvars.	https://github.com/pingcap/tidb/pull/24732.patch	GetSysVar/GetSysVars 返回共享 SysVar 对象，`.Value` 被并发改写	是	属于共享模板对象深拷贝 / publish-once 子族	patch 用 deep copy 隔离读写方
reviewed	pr-24854	cases/2021/05/pr-24854.json	24854	*: pass sql, plan digest down to KV request	unit	bindinfo/bind_test.go	bind_test	fix race	https://github.com/pingcap/tidb/pull/24854.patch	StatementContext.resourceGroupTag 缓存 `[]byte` 在 GetResourceGroupTag 中并发发布/读取	是	属于 StatementContext 懒缓存原子发布子族	patch 改为 `atomic.Value`，是很好的 agent 信号
reviewed	pr-24923	cases/2021/05/pr-24923.json	24923	test: Fix a misusing of testkit that runs two queries concurrently	unit	session/pessimistic_test.go	TestAmendForUniqueIndex	Problem Summary: In the test case `TestAmendForUniqueIndex`, it uses an instance of testkit to run two queries concurrently, which is an incorrect usage and may cause potential race.	https://github.com/pingcap/tidb/pull/24923.patch	同一个 TestKit/session 被两个 goroutine 并发执行查询	是	属于共享 TestKit/session 并发复用子族	高纯度样例：修复方式就是拆成两个 TestKit
reviewed	pr-21148	cases/2021/06/pr-21148.json	21148	planner,executor: fix 'select ...(join on partition table) for update' panic	unit	executor/executor_test.go	executor_test	avoid DATA RACE, fix CI	https://github.com/pingcap/tidb/pull/21148.patch	测试通过把 projection concurrency 设 0 来绕过已知 race	部分适合	更像并发关闭/规避型 workaround，不是根因模式	可作为“临时降并发规避 race”的边界样本
reviewed	pr-24769	cases/2021/06/pr-24769.json	24769	executor: avoid distsql request for TableReader/IndexReader/IndexLookup on temporary table	unit	executor/executor_test.go	executor_test	fix a data race	https://github.com/pingcap/tidb/pull/24769.patch	goroutine 中消费 ResultSet 时与主线程共享同一个 TestKit/session	是	与 `pr-24923` 同族	也是“共享 session 进入 goroutine”的高纯度样例
